iter	Logloss	Accuracy
831	0.3493948216	0.8639200999
832	0.3493879387	0.8639200999
833	0.3493611748	0.8639200999
834	0.3492401262	0.8639200999
835	0.3491497902	0.8639200999
836	0.3490838626	0.8639200999
837	0.3489672855	0.8639200999
838	0.3487915688	0.8639200999
839	0.3486725837	0.8639200999
840	0.348404898	0.8651685393
841	0.3481516271	0.8651685393
842	0.3478159072	0.8664169788
843	0.347554513	0.8664169788
844	0.3475031637	0.8664169788
845	0.3475031596	0.8664169788
846	0.347496534	0.8664169788
847	0.3472542074	0.8664169788
848	0.3472538308	0.8664169788
849	0.3469639969	0.8664169788
850	0.3468942232	0.8664169788
851	0.3468652766	0.8664169788
852	0.3467732806	0.8664169788
853	0.3466523641	0.8676654182
854	0.3464619573	0.8689138577
855	0.3463637832	0.8689138577
856	0.3461416311	0.8689138577
857	0.3461232955	0.8689138577
858	0.3460382565	0.8689138577
859	0.3460197225	0.8689138577
860	0.3459916994	0.8689138577
861	0.3457564463	0.8689138577
862	0.3455745009	0.8676654182
863	0.3455326974	0.8676654182
864	0.3454427565	0.8676654182
865	0.345403602	0.8676654182
866	0.3453976811	0.8676654182
867	0.3453668404	0.8676654182
868	0.3453534521	0.8676654182
869	0.3453120125	0.8676654182
870	0.3451818317	0.8676654182
871	0.3451744055	0.8676654182
872	0.3451359566	0.8676654182
873	0.3450910338	0.8676654182
874	0.345043246	0.8676654182
875	0.3449997755	0.8676654182
876	0.3449010591	0.8676654182
877	0.3448737003	0.8676654182
878	0.3447306385	0.8676654182
879	0.3447052164	0.8676654182
880	0.3446359948	0.8676654182
881	0.3444780552	0.8689138577
882	0.3441531236	0.8676654182
883	0.3440199801	0.8676654182
884	0.3438468958	0.8689138577
885	0.343790317	0.8689138577
886	0.3436798645	0.8689138577
887	0.3436413806	0.8689138577
888	0.3436228775	0.8689138577
889	0.3434725411	0.8689138577
890	0.3433485947	0.8689138577
891	0.3433102527	0.8689138577
892	0.3432074797	0.8676654182
893	0.3431535643	0.8676654182
894	0.3431237575	0.8689138577
895	0.3429968246	0.8676654182
896	0.3428820702	0.8676654182
897	0.3428505765	0.8689138577
898	0.3428153029	0.8676654182
899	0.3425428743	0.8701622971
900	0.342486768	0.8701622971
901	0.342341928	0.8701622971
902	0.3421258349	0.8714107366
903	0.3421206853	0.8714107366
904	0.3420546974	0.8701622971
905	0.3419827442	0.8701622971
906	0.3418495241	0.8701622971
907	0.3418227212	0.8701622971
908	0.3416280043	0.8701622971
909	0.3415925142	0.8701622971
910	0.3415356627	0.8701622971
911	0.3415021126	0.8701622971
912	0.3414505176	0.8701622971
913	0.341211991	0.8701622971
914	0.3409821587	0.8701622971
915	0.3408943503	0.8714107366
916	0.3407063253	0.8714107366
917	0.3405270779	0.8714107366
918	0.3401919241	0.872659176
919	0.3401633038	0.8714107366
920	0.3399012364	0.8714107366
921	0.3398921254	0.8714107366
922	0.3397597421	0.8714107366
923	0.339641576	0.8714107366
924	0.339623068	0.872659176
925	0.3395033555	0.872659176
926	0.3392950158	0.872659176
927	0.339126679	0.872659176
928	0.339060673	0.872659176
929	0.338905983	0.8714107366
930	0.3388360074	0.8714107366
931	0.3387755111	0.8714107366
932	0.3387597789	0.8714107366
933	0.3387510618	0.8714107366
934	0.3384881851	0.8739076155
935	0.338403443	0.8739076155
936	0.3383769728	0.8739076155
937	0.3383511527	0.8739076155
938	0.33833823	0.8739076155
939	0.3381680925	0.8751560549
940	0.3380931825	0.8739076155
941	0.3379618019	0.8739076155
942	0.3379282886	0.8739076155
943	0.3379110629	0.8739076155
944	0.3378149217	0.8751560549
945	0.3375785701	0.8751560549
946	0.3374675415	0.8751560549
947	0.3374673686	0.8751560549
948	0.3374030844	0.8764044944
949	0.337336791	0.8764044944
950	0.3372232196	0.8764044944
951	0.3370939719	0.8764044944
952	0.3370859519	0.8764044944
953	0.3370355591	0.8764044944
954	0.3370095178	0.8751560549
955	0.3369074624	0.8751560549
956	0.3368181423	0.8751560549
957	0.336775803	0.8751560549
958	0.3367333789	0.8751560549
959	0.3367298752	0.8751560549
960	0.3366809313	0.8751560549
961	0.3365527931	0.8764044944
962	0.3364996779	0.8764044944
963	0.3364808423	0.8764044944
964	0.3364323215	0.8764044944
965	0.3363166079	0.8764044944
966	0.3362851011	0.8764044944
967	0.33625813	0.8764044944
968	0.3360391827	0.8751560549
969	0.3357196819	0.8751560549
970	0.3356682121	0.8764044944
971	0.3356297066	0.8764044944
972	0.3355436267	0.8764044944
973	0.3354816388	0.8764044944
974	0.3354427056	0.8764044944
975	0.3354047617	0.8764044944
976	0.3352904002	0.8764044944
977	0.3352682583	0.8764044944
978	0.3350098712	0.8751560549
979	0.3349488597	0.8751560549
980	0.3349287457	0.8751560549
981	0.3349262263	0.8751560549
982	0.3348306333	0.8776529338
983	0.3345752526	0.8776529338
984	0.3344496381	0.8776529338
985	0.3343477137	0.8789013733
986	0.3341534041	0.8776529338
987	0.3338785153	0.8801498127
988	0.333667608	0.8801498127
989	0.3335900002	0.8813982522
990	0.3335296037	0.8801498127
991	0.3334494277	0.8801498127
992	0.3333539291	0.8789013733
993	0.3331617079	0.8813982522
994	0.3331606442	0.8813982522
995	0.3331568809	0.8813982522
996	0.3330603467	0.8813982522
997	0.3330566402	0.8813982522
998	0.3328788741	0.8789013733
999	0.3327377955	0.8801498127
